NSID,W1GrssyrMP,W1yschat1,W1wrk1aMP,W1condur5MP,W1hea2MP,W1NoldBroHS,W1InCarHH,W1hous12HH,W1usevcHH,W1hiqualdad,W1wrkfulldad,W1wrkfullmum,W1empsdad,W1ch0_2HH,W1ch3_11HH,W1ch12_15HH,W1ch16_17HH,W1IndSchool,W1marstatmum,W1famtyp2,W1nssecfam,W1ethgrpYP,W1heposs9YP,W1hwndayYP,W1truantYP,W1alceverYP,W1bulrc,W1disabYP,W2ghq12scr,W2disc1YP,W2depressYP,W6JobYP,W6UnivYP,W6EducYP,W6Apprent1YP,W6acqno,W6gcse,W6als,W6OwnchiDV,W6DebtattYP,W8DDEGP,W8DGHQSC,W8DMARSTAT,W8DACTIVITYC,W8DWRK,W8CMSEX,W8TENURE,W8QMAFI,W8GROW
NS19953Y,4908.8,32,2,1,2,0,1,2,1,13,1,2,1,0,0,1,0,0,2,0,5,1,2,2,2,1,1,3,0,2,2,2,1,-91,-91,1,4,4,2,15,0,0,1,5,2,2,5,3,-1
NS23730M,4908.8,28,2,1,1,0,1,2,2,4,1,2,1,0,0,1,1,0,2,0,3,1,1,-91,-92,1,1,3,1,2,3,1,2,1,2,9,4,4,2,16,1,0,1,1,1,2,4,1,-1
NS20782A,4860,26,2,1,2,0,1,2,1,7,1,2,1,0,0,1,1,0,2,0,-94,1,2,5,2,1,1,3,0,1,2,1,2,2,2,9,4,4,2,11,0,0,1,5,2,2,7,2,-1
NS20559V,4801.68,37,2,1,1,0,1,1,1,-98,-98,2,-98,0,0,1,0,0,5,1,-99,1,3,2,2,2,2,3,2,2,3,2,2,2,2,9,4,4,2,13,-1,4,1,9,2,2,4,2,-1
NS24626S,4800,24,2,1,2,0,1,1,1,9,1,2,1,0,0,1,0,0,2,0,6,6,2,3,2,2,1,3,3,1,3,1,2,1,2,3,4,1,2,10,-1,2,1,1,1,2,7,2,-1
NS19267G,4680,20,1,1,1,0,1,4,1,-98,-98,1,-98,0,0,1,0,0,5,1,7,1,3,1,1,1,2,3,0,2,1,2,2,2,2,9,4,4,2,9,-1,1,4,1,1,2,5,3,-1
NS12798H,4680,26,2,1,2,0,1,2,1,13,1,2,1,0,0,1,0,0,2,0,4,1,4,4,2,2,2,3,0,2,1,2,2,2,2,9,4,4,2,12,0,0,1,3,1,1,3,2,-1
NS10585P,4680,39,2,1,2,1,1,2,1,20,1,2,1,0,1,1,0,0,2,0,1,3,1,2,2,2,2,3,0,2,2,2,1,-91,-91,1,4,4,2,13,1,0,1,2,1,2,5,2,-1
NS22788Y,4680,40,2,1,2,2,1,2,1,20,2,3,2,0,2,2,0,0,2,0,5,5,-1,2,2,2,1,3,0,2,1,1,2,2,2,9,4,4,2,15,1,0,1,8,2,2,1,2,-1
NS18496Y,4659.2,24,2,1,2,2,1,2,1,13,1,2,1,0,1,3,0,0,2,0,4,1,3,3,2,1,1,1,0,2,2,1,2,2,2,9,4,4,2,12,-1,0,1,2,1,1,2,1,-1
NS15576Z,4659.2,37,2,1,2,1,1,2,1,-99,1,2,1,0,1,1,0,0,2,0,-99,1,1,3,2,1,1,2,0,2,1,2,2,2,2,9,4,4,2,10,1,5,1,4,2,2,4,2,-1
NS24505A,4623.32,34,2,1,1,2,1,4,1,-99,1,2,1,1,0,2,0,0,1,0,6,1,1,3,1,1,1,3,3,1,1,2,2,2,2,7,4,4,2,12,0,0,1,5,2,2,4,3,-1
NS19246R,4617.6,36,2,1,2,1,1,2,1,13,1,2,1,0,0,2,1,0,2,0,1,1,1,3,2,1,-1,3,4,2,3,1,2,1,2,3,4,1,2,11,1,1,1,5,2,2,2,1,-1
NS16863D,4596.8,30,2,1,2,1,1,2,1,16,1,2,1,0,1,1,0,0,2,0,7,1,2,5,-1,1,1,3,4,2,3,1,2,2,2,9,4,4,2,12,0,0,1,4,2,2,4,2,-1
NS12650T,4596.8,34,2,1,1,2,1,2,1,15,1,2,1,0,1,2,0,0,5,0,7,1,1,2,2,2,1,1,7,2,3,1,2,1,2,7,4,4,2,15,1,0,1,1,1,2,7,2,-1
NS20266E,4548.96,31,2,1,2,1,1,4,1,-98,-98,2,-98,0,1,1,0,0,5,1,6,1,4,-91,1,1,2,3,1,2,2,2,2,2,2,9,4,4,2,16,0,0,1,2,1,1,5,3,-1
NS13823N,4534.92,38,2,1,2,1,1,2,1,-98,-98,2,-98,0,1,1,0,0,1,1,6,1,2,2,2,1,2,3,0,2,2,1,2,2,2,9,4,4,2,16,0,0,1,1,1,1,4,2,-1
NS24807J,4524,34,2,1,2,1,1,2,1,4,1,2,1,0,1,1,1,1,2,0,2,1,1,5,2,1,1,1,0,2,2,2,2,2,2,9,4,4,2,8,1,1,1,2,1,1,4,3,-1
NS12815A,4500,-96,3,1,2,1,1,2,1,2,1,1,1,0,0,2,0,0,2,0,1,1,2,5,-96,-96,-96,3,0,2,1,2,1,-91,-91,1,4,4,2,16,-1,-1,1,1,1,2,4,-1,-1
NS10259D,4500,20,3,1,2,1,1,2,1,20,3,1,6,0,0,2,0,0,2,0,4,1,3,-91,1,1,1,2,6,2,3,2,2,1,2,9,4,4,2,9,-1,3,1,9,2,2,4,3,-1
NS15376V,4500,41,4,1,2,2,1,2,1,1,3,2,3,0,1,2,1,0,2,0,2,1,1,3,2,1,1,3,0,2,2,2,1,-91,-91,1,4,4,2,14,1,1,1,5,2,1,4,1,-1
NS23012K,4467.84,27,2,1,2,1,1,2,1,20,1,2,1,0,0,2,0,0,2,0,4,1,4,2,2,1,2,2,0,2,1,1,2,2,2,9,4,4,2,7,-1,3,1,2,1,1,2,2,-1
NS12475J,4446,22,2,1,2,0,1,4,1,14,1,2,1,1,0,1,1,0,2,0,7,1,4,1,2,1,2,1,0,2,2,2,2,2,2,9,4,4,2,6,-1,0,1,2,1,1,7,1,-1
NS18919F,4420,42,1,1,2,1,1,1,1,17,1,3,1,0,1,1,1,0,2,0,6,5,1,3,1,2,2,3,0,2,1,1,2,1,2,3,4,1,2,16,-1,7,1,1,1,2,5,2,-1
NS20535B,4420,36,4,1,2,0,1,2,1,-98,-98,2,-98,0,0,1,0,0,5,1,4,1,4,5,-1,1,2,3,1,2,1,1,2,2,2,9,4,4,2,12,-1,2,1,1,1,2,7,3,-1
NS20911R,4409.6,47,2,1,2,0,1,3,1,13,1,2,1,0,0,1,1,0,2,0,1,1,3,3,2,2,1,1,0,2,1,2,2,1,2,9,4,4,2,10,-1,5,1,1,1,2,-8,2,-1
NS11506E,4399.2,25,10,1,2,1,1,2,1,16,1,3,1,0,1,1,1,0,2,0,2,1,3,3,2,2,2,3,1,2,1,1,2,1,1,9,4,4,2,10,-1,0,1,2,1,1,2,3,-1
NS17244Y,4394,35,2,1,2,0,1,2,1,-99,1,2,1,0,0,1,0,1,2,0,-99,1,4,4,2,1,2,3,0,2,1,1,2,2,2,9,4,4,2,16,-1,-1,2,1,1,2,4,2,-1
NS20958C,4342,33,2,1,2,0,1,4,1,14,1,2,1,0,0,3,0,0,2,0,2,2,2,1,2,1,1,3,6,1,3,2,2,2,2,9,4,4,2,12,0,0,1,1,1,1,5,2,-1
NS15416E,4296.24,30,2,2,2,1,1,4,2,-98,-98,2,-98,0,1,1,1,0,5,1,7,1,-1,-91,1,1,1,3,0,2,2,2,2,2,2,9,4,4,2,12,-1,6,1,9,2,2,4,3,-1
NS15246J,4290,38,2,1,2,1,1,1,1,7,1,2,1,0,1,1,1,0,2,0,3,4,1,4,2,2,1,1,7,1,4,1,1,-91,-91,1,4,4,2,5,1,2,2,9,2,2,1,1,-1
NS25231T,4290,42,2,1,2,0,1,2,1,1,1,2,1,0,0,1,1,0,2,0,1,1,2,5,2,1,2,3,2,2,1,2,1,-91,-91,1,4,4,2,14,1,0,1,2,1,2,4,1,-1
NS12379L,4243.2,39,2,1,2,4,1,5,2,-98,-98,2,-98,0,3,2,1,0,4,1,5,2,1,1,2,1,2,2,0,2,1,2,2,2,2,9,4,4,2,13,0,0,1,2,1,1,7,2,-1
NS19406S,4212,34,2,1,2,1,1,2,1,14,1,2,1,0,1,1,0,0,2,0,2,8,2,2,2,1,1,3,4,2,4,1,1,-91,-91,1,4,4,2,12,-1,-1,1,-9,-8,2,2,-9,-1
NS12230W,4212,34,2,1,2,1,1,2,1,1,1,2,1,0,1,1,0,0,2,0,1,3,1,3,2,2,1,3,2,2,3,2,1,-91,-91,1,4,4,2,14,1,2,1,2,1,1,5,1,-1
NS14416J,4160,28,2,1,2,1,1,2,1,13,1,2,1,0,1,1,1,0,2,0,5,3,1,3,2,1,1,3,2,-1,2,2,2,1,2,3,4,1,2,10,-1,0,1,5,2,1,4,4,-1
NS21400F,4160,44,2,1,2,-99,1,2,1,20,2,3,2,0,0,2,0,0,2,0,7,4,1,3,2,2,2,-99,0,2,2,1,2,1,2,3,4,1,2,11,0,0,1,5,2,1,1,3,-1
NS23023F,4118.4,-99,2,1,1,0,1,2,1,20,1,2,1,0,0,1,0,0,2,0,2,1,-99,-99,-99,-99,-99,3,0,2,1,1,2,2,2,9,4,4,2,10,-1,0,2,2,1,1,4,3,-1
NS25457T,4087.2,32,2,1,2,0,1,2,1,16,3,2,3,0,0,1,0,0,2,0,-94,1,2,5,2,2,2,3,0,2,1,1,2,1,1,9,4,4,2,12,-1,-1,1,1,1,1,7,-1,-1
NS15667H,4080,41,2,1,2,1,1,2,1,4,1,2,1,0,1,1,0,0,2,0,4,1,2,4,2,1,2,3,0,2,2,1,2,2,2,9,4,4,2,12,0,5,1,1,1,2,5,2,-1
NS10516D,4079.4,36,2,1,2,0,1,1,1,20,1,2,1,0,0,1,1,0,2,0,5,3,1,4,2,2,2,3,0,2,1,2,1,-91,-91,1,4,4,2,14,-1,-1,1,1,1,2,5,2,-1
NS22128S,4024.8,39,2,1,2,0,1,2,1,13,1,2,1,0,0,1,0,0,2,0,4,1,2,5,2,1,2,1,0,2,1,1,2,2,2,9,4,4,2,8,-1,3,1,1,1,1,7,3,-1
NS23164M,4024.8,39,2,1,2,1,1,2,1,13,1,2,1,0,1,1,0,0,2,0,2,1,2,4,2,2,1,3,5,2,3,2,1,-91,-91,1,4,4,2,10,1,1,1,2,1,1,4,3,-1
NS14127Y,4004,41,2,1,2,2,1,5,1,-99,1,2,1,0,0,1,0,0,3,0,-99,2,1,5,2,1,1,3,5,2,3,2,2,2,2,9,4,4,2,20,1,3,1,4,2,2,4,2,-1
NS17992J,4000,28,4,1,2,5,1,4,1,20,2,3,2,1,4,1,0,0,2,0,4,7,1,3,-92,2,1,3,1,-1,2,1,1,-91,-91,1,4,4,2,13,-1,1,1,1,1,1,5,1,-1
NS10658L,4000,32,4,1,2,2,1,2,1,2,1,2,1,2,0,1,0,0,2,0,1,1,4,2,2,1,1,3,0,2,2,1,2,2,2,9,4,4,2,12,-1,9,1,4,2,1,5,3,-1
NS23292W,4000,39,4,1,2,1,1,2,1,15,1,2,1,0,0,2,0,0,2,0,2,1,2,2,2,2,2,3,0,2,1,2,1,-91,-91,1,4,4,2,14,1,0,1,5,2,1,5,2,-1
NS24365N,3996.72,30,2,1,1,0,1,1,1,9,1,2,1,0,0,1,1,0,2,0,6,1,3,4,2,2,1,3,0,-1,1,1,2,1,1,9,4,4,2,7,-1,0,2,1,1,1,2,2,-1
NS16129R,3952,-97,2,1,2,1,1,1,1,-98,-98,2,-98,0,1,1,0,0,1,1,6,1,4,-91,-97,-97,-97,2,1,2,-1,2,2,1,2,8,3,4,2,17,-1,3,1,5,2,2,7,1,-1
NS15245H,3910.4,40,2,1,2,0,1,4,1,-98,-98,2,-98,0,0,1,0,0,4,1,-99,1,2,3,1,1,1,3,0,1,2,2,2,2,2,9,4,4,2,8,-1,0,1,1,1,1,2,2,-1
NS16774X,3900,24,2,2,2,0,1,5,1,15,1,2,1,0,0,1,0,0,3,0,4,1,2,-91,2,2,1,3,1,2,2,2,2,1,2,9,4,4,2,9,0,4,1,3,1,1,3,3,-1
NS22287L,3900,27,3,1,1,1,1,5,1,20,1,3,1,0,0,2,0,0,2,0,4,8,1,5,2,1,2,3,0,2,1,2,1,-91,-91,1,4,4,2,10,1,3,1,5,2,2,4,1,-1
NS17531G,3868.8,37,2,1,2,0,1,2,1,7,1,2,1,0,0,1,0,0,2,0,3,1,2,5,2,1,-1,3,4,2,3,2,1,-91,-91,1,4,4,2,16,0,1,1,1,1,1,4,2,-1
NS16056V,3853.2,40,2,1,2,0,1,1,1,20,1,2,1,0,0,1,1,0,2,0,4,4,2,2,2,2,2,3,1,2,2,1,1,-91,-91,1,4,4,2,14,1,0,1,1,1,1,7,1,-1
NS14469K,3837.6,31,2,2,2,1,1,6,1,-99,1,2,1,1,0,1,1,0,2,0,-99,1,3,1,2,1,2,3,0,2,2,2,2,2,2,9,4,4,1,10,-1,2,1,9,2,2,4,2,-1
NS13000D,3793.92,44,2,2,2,0,1,6,1,20,1,2,1,0,0,1,0,0,2,0,7,1,2,2,2,1,2,3,1,2,1,1,2,2,2,9,4,4,2,16,-1,0,1,1,1,2,4,1,-1
NS19879R,3750.24,30,2,1,2,1,1,2,1,-98,-98,2,-98,0,1,2,0,0,4,1,3,1,1,2,1,1,1,3,3,2,3,1,1,-91,-91,1,4,4,2,19,-1,0,1,2,1,2,4,2,-1
NS16075H,3744,26,2,1,2,2,1,2,1,9,1,2,1,0,2,1,1,0,2,0,5,1,3,2,2,1,1,2,0,2,2,1,2,1,2,9,4,4,2,10,-1,-1,1,1,1,1,4,-1,-1
NS20379E,3744,40,2,1,1,3,1,6,2,20,2,3,2,0,2,1,0,0,2,0,7,1,2,1,2,2,2,3,0,2,1,2,2,2,2,9,4,4,1,12,-1,0,2,4,2,2,4,2,-1
NS23406D,3744,38,10,1,2,4,1,2,1,20,1,3,1,0,2,1,1,0,2,0,2,1,3,-91,2,1,1,3,1,2,2,1,2,2,1,9,4,4,1,15,-1,2,2,1,1,2,4,4,-1
NS18973R,3744,32,2,1,2,0,1,2,1,15,1,2,1,0,0,1,1,0,2,0,2,1,3,5,1,1,1,2,0,2,-1,1,2,2,2,9,4,4,2,12,-1,2,1,1,1,1,7,5,-1
NS23953J,3744,35,2,1,2,3,1,1,1,20,2,3,2,2,3,1,1,0,2,0,8,5,2,2,2,2,2,3,0,2,1,2,1,-91,-91,2,4,4,2,12,0,0,2,9,2,2,5,1,-1
NS17154Q,3744,27,2,1,1,0,1,6,2,16,1,2,1,0,0,1,0,0,3,0,7,1,2,3,2,2,2,3,2,2,2,2,2,1,2,9,4,4,2,8,0,0,1,4,2,1,5,2,-1
NS21955V,3744,35,2,1,2,0,1,2,1,8,1,2,1,0,0,1,1,0,2,0,1,1,4,3,2,1,1,3,-99,-99,-99,1,2,2,1,9,4,4,2,11,0,4,1,2,1,1,2,2,-1
NS21982A,3744,28,2,1,2,0,1,2,2,-98,-98,2,-98,0,0,1,1,0,1,1,5,1,3,2,2,1,1,3,6,2,4,1,2,2,2,9,4,4,2,9,0,9,1,4,2,2,4,5,-1
NS21391F,3718,22,2,1,2,0,1,2,1,-98,-98,2,-98,0,0,1,0,0,5,1,5,1,3,2,2,-92,1,1,4,2,4,2,2,2,2,9,4,4,2,14,-1,11,1,8,2,1,3,3,-1
NS21212Y,3640,35,2,1,2,-995,1,1,2,15,2,3,2,0,1,1,0,0,2,0,8,3,2,1,2,2,-1,-94,0,1,1,2,1,-91,-91,1,4,4,2,16,-1,0,1,1,1,1,1,1,-1
NS18783G,3619.2,30,2,1,2,1,1,6,2,13,3,2,3,0,1,1,1,0,2,0,7,2,1,-91,-1,1,1,3,8,1,4,1,2,2,2,9,4,4,2,9,1,0,1,5,2,1,4,2,-1
NS13665P,3603.6,19,2,1,1,0,1,4,1,20,1,2,1,0,0,1,0,0,2,0,7,1,4,1,2,1,1,3,2,2,2,1,2,1,1,9,4,4,2,12,0,6,1,1,1,2,4,2,-1
NS20603S,3588,33,2,1,2,1,1,2,1,15,1,2,1,0,1,2,0,0,3,0,7,1,1,-91,1,1,2,3,0,2,2,2,2,2,2,9,4,4,2,11,0,6,1,8,2,1,4,3,-1
NS12776R,3549,32,2,1,2,2,1,2,1,2,1,2,1,0,2,1,0,0,2,0,1,1,1,4,2,1,1,3,1,2,2,2,1,-91,-91,1,4,4,2,10,1,7,1,2,1,2,4,1,-1
NS11318X,3510,39,2,1,2,1,1,1,1,19,1,2,1,0,1,1,0,0,2,0,3,2,2,5,2,2,1,3,0,2,1,2,2,1,2,6,2,4,2,9,-1,0,1,4,2,1,5,1,-1
NS22560W,3510,27,10,1,2,2,1,2,1,20,1,3,1,0,1,2,0,0,2,0,6,1,3,-91,2,2,2,3,0,2,2,2,2,2,2,9,4,4,2,3,-1,0,1,1,1,1,5,1,-1
NS20822K,3510,41,2,1,2,0,1,2,1,7,1,2,1,0,0,1,1,0,2,0,1,1,2,5,2,1,1,3,0,2,2,1,2,1,2,4,4,2,2,8,0,8,1,5,2,2,7,2,-1
NS18936R,3500,33,4,1,2,3,1,2,1,9,1,2,1,2,0,2,0,0,3,0,4,1,3,3,2,1,1,3,0,2,2,2,2,2,2,9,4,4,1,14,-1,0,1,9,2,2,4,3,-1
NS22561X,3494.4,40,2,1,1,0,1,2,1,4,1,2,1,0,0,2,1,0,2,0,4,1,2,3,2,2,2,3,1,2,1,2,1,-91,-91,1,4,4,2,12,-1,0,1,2,1,1,5,2,-1
NS18187Y,3444,30,2,1,1,0,1,2,1,9,1,2,1,0,0,1,0,0,2,0,2,1,3,4,2,2,1,3,10,-1,4,1,2,2,2,9,4,4,2,12,-1,4,1,1,1,1,7,5,-1
NS22678B,3411.2,37,2,1,2,2,1,2,1,16,1,2,1,0,2,1,0,0,3,0,2,1,2,4,2,1,2,3,1,2,2,1,2,2,2,9,4,4,2,11,-1,0,2,9,2,2,4,2,-1
NS17547H,3369.6,37,2,1,2,2,1,4,2,20,3,2,3,0,2,1,0,0,2,0,6,6,2,3,1,1,1,3,0,2,1,2,2,2,2,9,4,4,1,14,-1,0,1,1,1,1,7,2,-1
NS15860E,3328,26,1,1,2,0,1,4,2,15,1,2,1,0,0,1,0,0,2,0,2,1,4,4,2,1,2,3,0,2,1,1,2,2,2,9,4,4,2,18,-1,0,2,2,1,2,4,1,-1
NS25765S,3328,34,1,1,2,1,1,2,1,20,1,3,1,0,0,2,1,0,2,0,6,4,2,3,2,2,1,3,4,1,4,2,2,2,2,9,4,4,2,10,-1,-1,2,1,1,2,5,2,-1
NS11183Z,3319.68,28,2,1,2,1,1,2,1,17,1,2,1,0,1,2,0,0,2,0,5,3,2,2,2,2,2,3,0,2,1,2,2,1,2,3,4,1,2,10,1,1,1,1,1,2,5,1,-1
NS23710Y,3194.88,40,2,1,2,0,1,2,1,20,3,2,8,0,0,1,0,0,2,0,7,3,2,4,2,2,1,3,1,2,1,1,2,1,2,9,4,4,2,17,-1,0,1,2,1,1,5,2,-1
NS15539Z,3172,39,2,1,2,0,1,2,1,15,1,2,1,0,0,1,1,0,2,0,2,1,1,2,2,2,2,3,7,2,4,2,2,2,2,9,4,4,2,9,-1,4,1,5,2,1,2,3,-1
NS16661X,3120,31,1,1,2,4,1,2,1,-98,-98,1,-98,0,2,1,0,0,4,1,6,1,1,2,2,1,1,3,0,2,1,1,2,2,2,9,4,4,2,15,0,2,1,9,2,2,4,3,-1
NS14963P,3120,35,2,1,2,3,1,2,1,1,1,2,1,0,3,2,0,0,2,0,1,1,1,2,2,2,1,3,1,2,1,1,2,2,2,9,4,4,2,17,1,2,1,5,2,1,4,2,-1
NS25918C,3088.8,34,2,1,2,1,1,1,1,-99,1,2,1,0,1,1,0,0,2,0,-99,3,2,-91,2,2,1,2,4,1,3,1,1,-91,-91,1,4,4,2,14,1,7,2,9,2,2,2,5,-1
NS18451P,3000,29,4,1,1,0,1,2,1,7,1,2,1,0,0,1,0,0,2,0,1,3,1,4,2,-1,1,1,2,-1,2,2,2,1,2,3,4,1,2,12,1,2,1,4,2,1,5,3,-1
NS19780Z,2988.96,15,2,1,1,2,1,2,1,15,3,2,3,0,1,2,0,0,2,0,6,1,2,2,-1,1,2,3,11,2,4,1,2,2,2,9,4,4,2,14,-1,9,1,9,2,2,4,3,-1
NS22764E,2870.4,35,2,1,2,3,1,2,1,-99,1,2,1,0,3,1,0,0,3,0,-99,1,4,0,2,1,2,3,0,2,2,1,2,2,2,9,4,4,2,8,-1,0,1,2,1,1,2,2,-1
NS23190R,2870.4,42,2,1,2,2,1,2,1,-99,1,2,1,0,2,1,0,0,2,0,-99,1,2,4,2,2,2,1,0,2,2,2,1,-91,-91,1,4,4,-94,12,-1,0,1,1,1,2,7,2,-1
NS12297W,2870.4,35,2,1,2,1,1,2,1,20,1,2,1,0,1,1,0,0,2,0,4,1,1,3,2,1,2,2,0,2,1,2,2,1,2,9,4,4,2,11,-1,9,1,4,2,1,5,4,-1
NS11297A,2870.4,32,2,1,2,0,1,2,1,2,1,2,1,0,0,1,0,0,3,0,1,1,2,3,2,2,-1,3,4,2,3,2,1,-91,-91,1,4,4,2,14,1,1,1,3,1,1,5,2,-1
NS22113S,2865.72,25,2,1,2,2,1,5,2,9,1,2,1,0,2,1,1,0,2,0,5,1,2,3,2,1,1,3,6,2,4,2,2,2,2,9,4,4,1,12,-1,0,1,9,2,2,2,1,-1
NS25866W,2839.2,39,2,1,1,0,1,1,1,9,1,2,1,0,0,1,0,0,2,0,7,1,1,3,2,2,2,3,5,2,4,2,2,2,2,9,4,4,2,17,1,2,1,4,2,1,7,2,-1
NS21150X,2808,37,2,1,2,2,1,2,1,9,1,2,1,0,1,2,0,0,2,0,7,1,3,3,2,2,1,3,0,2,1,1,2,1,2,9,4,4,2,10,0,3,1,1,1,2,7,2,-1
NS23249F,2766.4,-99,2,1,2,1,1,1,1,20,1,2,1,0,1,1,0,0,2,0,4,1,-99,-99,-99,-99,-99,3,1,2,3,1,2,2,2,9,4,4,2,9,-1,7,1,2,1,1,5,1,-1
NS25842C,2640,43,2,1,1,1,1,2,1,2,1,2,1,0,0,2,0,1,2,0,1,1,1,5,2,2,2,2,0,2,1,2,1,-91,-91,1,4,4,2,13,-1,0,1,5,2,1,5,1,-1
NS12670H,2602.6,42,2,1,2,0,1,2,1,9,1,2,1,0,0,1,1,0,2,0,7,1,3,3,2,2,2,3,0,2,1,1,2,2,2,9,4,4,-94,10,-1,1,1,1,1,2,2,1,-1
NS15278V,2602.6,14,2,2,2,1,1,4,2,-98,-98,2,-98,0,1,1,0,0,1,1,7,1,4,-91,1,1,2,3,0,2,1,1,2,2,2,9,4,4,2,14,-1,12,3,8,2,2,4,4,-1
NS17746L,2600,43,2,2,2,1,1,5,1,-99,-99,2,-99,0,1,1,0,0,2,0,-99,1,2,4,2,1,2,3,0,2,2,2,2,1,2,4,2,2,2,12,-1,5,1,4,2,2,4,3,-1
NS15464A,2600,36,2,1,1,1,1,-92,1,-98,-98,2,-98,-94,-94,-94,-94,0,-91,1,7,1,4,3,-92,1,1,3,-92,2,-92,2,2,1,2,9,4,4,-94,12,0,1,1,5,2,2,7,2,-1
NS13957D,2600,32,3,1,2,1,1,2,1,14,1,1,1,0,0,2,1,0,2,0,3,1,2,5,2,1,1,3,0,2,2,1,1,-91,-91,1,4,4,2,14,1,-1,1,1,1,2,2,-9,-1
NS15857S,2496,39,2,1,2,1,1,2,1,7,1,2,1,0,1,2,0,0,2,0,1,1,2,2,2,2,1,3,1,2,1,2,2,2,2,9,4,4,2,11,1,5,1,5,2,2,4,2,-1
NS11820T,2340,19,2,1,2,2,1,2,1,-99,1,2,1,0,2,1,0,0,2,0,-99,1,3,3,1,-92,1,3,2,-1,-1,2,2,2,2,9,4,4,2,12,-1,2,1,9,2,2,4,3,-1
NS16099B,2340,14,2,1,2,1,1,4,1,-99,1,2,1,0,0,2,1,0,2,0,-99,1,4,5,1,1,1,3,5,2,3,2,2,2,2,9,4,4,2,10,0,12,-8,9,2,2,4,3,-1
NS25410H,2340,33,2,1,2,1,1,1,1,4,1,2,1,0,0,2,1,0,2,0,1,1,2,5,-1,2,2,3,3,2,2,1,1,-91,-91,1,4,4,2,12,1,11,1,5,2,2,4,4,-1
NS10462V,2288,45,2,1,1,0,1,2,1,4,1,2,1,0,0,1,0,0,2,0,2,1,4,5,2,-92,2,1,0,2,2,2,2,1,2,9,4,4,2,11,-1,1,1,8,2,2,1,2,-1
NS14003C,2288,30,1,2,2,1,1,4,2,20,3,1,8,0,1,1,0,0,3,0,6,1,2,2,2,2,1,1,1,1,2,2,2,1,2,9,4,4,2,12,-1,6,1,4,2,1,5,5,-1
NS22643M,2220.4,37,2,1,2,0,1,1,1,7,1,2,1,0,0,1,0,0,2,0,2,1,3,3,2,2,1,1,1,2,2,2,2,1,2,9,4,4,2,8,0,0,1,2,1,2,5,1,-1
NS21852P,2200.64,36,2,1,1,1,1,2,1,-98,-98,2,-98,0,0,2,1,0,6,1,6,1,1,1,2,1,2,3,0,2,1,2,1,-91,-91,9,4,4,2,14,-1,0,2,9,2,2,2,2,-1
NS24879Y,2184,37,2,1,2,0,1,2,1,2,1,2,1,0,0,1,0,0,2,0,2,1,1,2,2,2,1,3,2,2,2,2,1,-91,-91,1,4,4,2,11,1,11,1,4,2,1,5,2,-1
NS20308R,2059.2,36,2,1,2,1,1,2,1,-98,-98,2,-98,0,0,2,0,1,5,1,6,1,1,5,2,1,1,3,0,2,1,2,1,-91,-91,1,4,4,2,14,0,7,1,5,2,2,7,2,-1
NS14634A,2000,16,4,1,2,0,1,1,1,2,2,2,2,0,0,1,0,0,2,0,1,2,3,4,1,1,1,3,0,2,2,1,2,2,2,9,4,4,2,7,-1,3,1,5,2,2,5,1,-1
NS23722V,1983.8,27,2,1,2,1,1,2,1,-98,-98,2,-98,0,1,1,0,0,4,1,7,1,4,1,2,2,2,3,0,2,-1,2,2,1,2,7,4,4,2,11,1,0,1,1,1,2,2,2,-1
NS18599D,1976,21,2,1,2,1,1,5,1,16,1,2,1,0,1,1,0,0,2,0,-94,1,2,3,-1,1,1,3,1,2,2,2,2,1,2,8,3,4,2,14,-1,12,1,4,2,1,4,3,-1
NS24245X,1794,31,2,1,-1,2,1,1,1,16,1,2,1,0,1,2,0,0,2,0,-99,3,2,-91,1,2,1,3,2,1,2,1,2,2,2,9,4,4,2,11,0,3,1,4,2,1,7,4,-1
NS13499Y,1716,30,2,1,2,0,1,2,1,13,1,2,1,0,0,1,1,0,2,0,4,1,1,3,2,2,2,3,7,2,3,1,2,2,2,1,4,4,2,21,1,5,1,1,1,1,7,2,-1
NS24135A,1705.6,32,2,1,2,1,1,2,1,20,1,2,1,0,1,2,0,0,2,0,4,1,2,4,2,1,2,3,0,2,2,1,2,1,2,3,4,1,1,9,0,3,2,1,1,2,4,2,-1
NS11977B,1591.2,39,2,1,1,4,1,2,1,20,1,2,1,0,3,3,1,0,2,0,7,4,2,2,2,2,2,2,0,2,1,2,2,1,2,3,4,1,2,14,1,11,1,4,2,2,5,4,-1
NS12223E,1563.12,42,10,1,2,1,1,2,1,-98,-98,3,-98,0,1,2,0,0,4,1,7,1,2,4,2,2,2,3,0,2,2,1,2,1,2,3,4,1,2,10,-1,0,1,9,2,2,4,2,-1
NS23814E,1560,33,1,1,2,1,1,2,1,-98,-98,1,-98,0,0,2,0,0,5,1,6,1,2,4,-1,1,1,3,2,2,2,1,1,-91,-91,1,4,4,2,12,0,0,1,10,2,2,2,1,-1
NS25419S,1560,29,2,1,2,2,1,1,1,-94,-94,-94,-94,-94,-94,-94,-94,0,-91,0,-94,1,3,3,2,2,1,3,0,2,2,1,2,1,2,9,4,4,-94,7,0,0,1,1,1,2,2,2,-1
NS12289D,1560,37,2,1,2,0,1,2,1,20,3,2,8,0,0,1,0,0,2,0,7,3,1,3,2,2,2,3,1,2,1,1,2,2,2,9,4,4,2,16,0,3,1,2,1,1,5,4,-1
