NSID,W1GrssyrMP,W1yschat1,W1wrk1aMP,W1condur5MP,W1hea2MP,W1NoldBroHS,W1InCarHH,W1hous12HH,W1usevcHH,W1hiqualmum,W1wrkfulldad,W1wrkfullmum,W1ch0_2HH,W1ch3_11HH,W1ch12_15HH,W1ch16_17HH,W1IndSchool,W1marstatmum,W1famtyp2,W1nssecfam,W1ethgrpYP,W1heposs9YP,W1hwndayYP,W1truantYP,W1alceverYP,W1bulrc,W1disabYP,W2ghq12scr,W2disc1YP,W2depressYP,W6JobYP,W6UnivYP,W6EducYP,W6Apprent1YP,W6acqno,W6gcse,W6als,W6OwnchiDV,W6DebtattYP,W8DDEGP,W8DGHQSC,W8DAGEYCH,W8DMARSTAT,W8DACTIVITYC,W8DWRK,W8CMSEX,W8TENURE,W8QMAFI,W8GROW,W8PUSA
NS18824S,14976,40,1,1,2,0,1,1,1,16,1,1,0,0,1,0,0,2,0,2,3,2,5,2,2,2,3,0,2,1,2,1,-91,-91,1,4,4,2,10,1,0,-1,1,1,1,1,2,1,381.52,1600
NS18325H,18304,22,1,1,1,0,1,2,1,6,-98,1,0,0,1,0,0,1,1,2,1,4,3,-92,1,1,3,0,2,2,2,2,1,2,9,4,4,2,15,0,0,-1,1,1,1,2,4,1,385.22,1600
NS21045F,-99,36,-99,-99,-99,0,1,2,1,-99,1,1,0,0,1,1,0,2,0,4,1,-1,1,2,2,2,1,0,2,1,1,2,1,2,3,4,1,2,12,1,0,-1,1,1,1,1,2,2,392.61,1600
NS15089L,-999,33,1,1,1,2,1,2,1,15,1,1,0,1,2,1,0,2,0,4,1,1,3,1,1,1,3,7,2,3,1,1,-91,-91,1,4,4,2,8,1,3,-1,1,1,1,2,2,3,397,1600
NS13125A,9126,26,2,1,2,0,1,5,1,15,-98,2,0,0,1,0,0,4,1,3,1,2,2,2,2,2,3,1,2,2,1,2,2,2,9,4,4,2,13,-1,1,-1,1,1,1,1,2,2,403.85,1600
NS21136P,21528,27,1,1,2,0,1,2,1,15,-98,1,0,0,1,1,0,5,1,2,1,3,0,2,2,2,2,0,2,1,1,2,1,2,3,2,1,2,13,-1,7,-1,2,1,1,1,2,4,422.69,1600
NS16403C,11085.36,34,1,1,2,0,1,2,1,8,1,1,0,0,1,0,0,2,0,7,1,-1,3,2,2,2,3,2,2,1,1,2,2,2,9,4,4,2,11,1,0,-1,1,1,1,2,4,1,423.79,1600
NS21416G,-1,30,2,1,2,0,1,1,1,20,1,2,0,0,1,1,0,2,0,-99,3,1,3,2,2,1,3,2,2,2,1,1,-91,-91,9,4,4,2,11,-1,0,-1,2,1,1,2,5,1,428.85,1600
NS23205Y,7800,44,2,1,2,0,1,2,1,6,1,2,0,0,1,0,0,2,0,2,1,2,3,2,2,2,3,0,2,1,2,1,-91,-91,1,4,4,2,17,0,1,-1,1,1,1,1,4,2,442.31,1600
NS23615B,6552,38,2,1,2,2,1,2,1,6,1,2,0,1,2,0,0,2,0,5,1,3,1,2,1,1,2,0,2,1,1,2,1,1,9,4,4,2,13,-1,0,1,2,1,1,1,2,2,450.96,1600
NS22694L,-999,38,2,1,2,0,1,1,1,20,3,2,0,0,1,0,0,2,0,2,1,1,3,2,1,2,3,1,2,3,1,1,-91,-91,1,4,4,2,17,1,2,-1,1,1,1,2,4,2,465.59,1600
NS17817F,12000,37,2,1,2,0,1,2,1,15,1,2,0,0,1,0,0,2,0,2,1,1,4,2,-1,2,3,0,2,1,2,1,-91,-91,1,4,4,2,13,1,0,-1,1,1,1,2,2,1,467.44,1600
NS21764J,-92,26,4,1,2,0,1,2,1,15,1,2,0,0,2,0,0,2,0,6,1,2,2,2,-1,2,3,0,2,1,2,1,-91,-91,1,4,4,2,14,1,0,-1,1,1,1,2,4,1,484.99,1600
NS11276K,24000,40,2,1,2,0,1,2,1,7,1,2,0,0,1,1,0,2,0,2,1,2,3,2,1,1,3,0,2,2,2,1,-91,-91,1,4,4,2,13,-1,4,-1,2,1,1,2,2,2,496.07,1600
NS16314W,-1,40,4,1,2,2,1,1,1,15,1,2,0,2,1,1,0,2,0,4,1,4,1,2,1,-1,3,0,2,1,1,2,2,2,9,4,4,2,14,0,0,-1,1,1,1,1,4,2,500,1600
NS10231F,-91,43,10,1,1,0,1,2,1,17,1,3,0,0,1,0,0,2,0,2,1,1,5,2,2,2,3,2,2,1,1,2,2,2,9,4,4,2,4,0,1,-1,2,1,1,2,2,1,501.38,1600
NS20994B,4784,34,2,1,2,0,1,6,1,15,-98,2,0,0,1,1,0,5,1,6,1,4,5,1,1,2,3,0,2,2,1,2,2,2,9,4,4,2,15,-1,1,-1,1,1,1,1,2,2,508.08,1600
NS18080N,14040,39,1,1,2,0,1,2,1,15,1,1,0,0,2,0,0,2,0,5,1,3,3,2,2,1,3,2,2,2,1,2,2,2,9,4,4,2,13,1,3,-1,1,1,1,2,1,2,509.62,1600
NS22851J,4057.56,26,2,1,2,-995,1,4,1,15,-98,2,0,1,1,0,0,1,1,7,1,2,2,1,1,2,-94,2,2,2,1,2,2,2,9,4,4,2,13,-1,0,0,2,1,1,2,2,2,531.18,1600
NS15511B,-999,34,1,1,2,0,1,2,1,9,1,1,0,2,3,0,0,2,0,2,1,2,-91,2,1,2,3,3,2,3,1,1,-91,-91,1,4,4,2,14,-1,2,-1,1,1,1,2,2,1,547.11,1600
NS22122L,30000,39,1,1,2,1,1,2,1,15,1,1,0,1,1,0,0,2,0,2,1,2,2,2,1,-92,3,0,2,2,1,2,1,2,9,4,4,2,12,-1,0,-1,1,1,1,1,2,3,577.37,1600
NS20279C,32000,37,1,1,2,1,1,2,1,6,1,2,0,0,2,0,0,2,0,2,1,1,4,2,1,2,3,0,2,2,2,1,-91,-91,1,4,4,2,14,1,8,-1,1,1,1,1,2,1,592.31,1600
NS20901X,-91,36,10,1,2,2,1,2,1,20,1,3,0,1,2,0,0,2,0,1,3,-1,3,2,2,1,3,5,2,3,2,1,-91,-91,1,4,4,2,18,1,1,-1,2,1,1,1,4,1,596.15,1600
NS15916Q,4687.8,32,2,1,2,1,1,2,1,15,1,2,0,1,1,0,0,2,0,4,1,2,1,2,2,2,3,1,2,1,2,1,-91,-91,1,4,4,2,12,1,0,-1,2,1,1,1,2,1,602.54,1600
NS12305V,-999,31,4,1,2,0,1,2,1,3,1,2,0,0,2,0,0,2,0,1,1,2,5,1,-92,1,2,1,2,2,1,2,2,2,9,4,4,2,10,-1,6,-1,1,1,1,2,4,3,646.65,1600
NS17113L,-999,40,1,1,2,2,1,2,1,20,1,3,0,0,3,1,0,2,0,4,5,1,2,1,2,2,3,3,-1,1,2,1,-91,-91,1,4,4,2,12,1,2,-1,2,1,1,1,4,2,730.77,1600
NS22583N,16513.12,32,2,1,2,1,1,2,1,2,1,2,0,1,1,0,0,2,0,5,2,2,3,2,2,2,3,0,1,1,1,2,2,1,9,4,4,2,11,1,1,-1,1,1,1,1,5,1,750,1600
NS23409G,-91,34,9,1,1,0,1,1,1,20,3,3,0,0,1,0,0,4,0,6,3,1,2,2,2,2,3,0,1,1,2,1,-91,-91,1,4,4,2,9,1,1,-1,2,1,1,1,2,1,785.22,1600
NS20285S,31200,46,1,1,2,2,1,2,1,5,1,1,0,1,2,0,1,2,0,2,1,1,5,2,-1,2,3,2,2,1,2,1,-91,-91,1,4,4,2,14,1,0,-1,1,1,1,2,4,1,808.31,1600
NS21237S,14700,29,1,1,2,1,1,5,1,14,-98,1,0,2,2,0,0,5,1,5,1,3,1,-92,-1,1,3,1,2,3,1,2,2,2,9,4,4,2,13,-1,1,-1,1,1,1,2,4,2,846.15,1600
NS25229H,-92,33,2,1,2,-99,1,2,1,-99,2,1,0,1,1,0,1,2,0,2,1,1,5,2,1,1,-99,0,2,1,1,2,2,2,9,4,4,2,7,1,0,-1,1,1,1,1,4,1,961.54,1600
NS25943F,12600,39,2,1,1,3,1,4,1,15,1,2,1,0,1,0,0,2,0,3,1,2,3,1,1,2,3,0,2,1,1,2,2,2,9,4,4,2,12,-1,0,-1,1,1,1,1,5,1,980.77,1600
NS14427E,30000,47,1,1,2,0,1,2,1,5,1,1,0,0,1,0,1,2,0,2,1,1,5,2,2,-1,3,0,2,1,2,1,-91,-91,1,4,4,2,18,1,0,-1,2,1,1,2,2,2,470.67,1604
NS18892C,30000,36,4,1,1,0,1,2,1,9,-98,2,0,0,1,0,0,2,1,-99,1,1,5,2,1,2,3,0,2,1,2,2,1,2,3,4,1,2,14,1,12,-1,1,1,1,1,4,2,635.1,1606
NS14113Z,7150,36,2,2,2,1,1,2,1,-98,-98,-98,0,0,1,0,0,-98,0,-94,1,1,3,2,1,1,3,3,2,2,1,1,-91,-91,1,4,4,2,14,1,1,-1,1,1,1,2,4,1,490.42,1608
NS13450K,6125.6,38,2,1,2,0,1,2,1,8,1,2,0,0,1,1,0,2,0,4,1,2,1,2,2,1,3,0,2,1,2,1,-91,-91,1,4,4,2,14,1,2,-1,2,1,1,1,2,2,528.85,1608
NS24297X,-91,35,10,1,2,3,1,2,1,8,1,3,1,1,1,0,0,2,0,-99,1,1,5,2,1,2,3,0,2,1,1,1,-91,-91,9,4,4,2,14,0,4,-1,1,1,1,2,4,2,548.94,1612
NS16563X,-91,37,10,1,2,2,1,2,1,4,1,3,0,2,1,0,1,2,0,1,1,1,3,2,1,2,3,1,2,1,2,1,-91,-91,1,4,4,2,16,1,0,-1,2,1,1,1,2,2,481.06,1617
NS25420C,8019.44,32,2,1,2,1,1,2,1,7,1,2,0,0,2,1,0,2,0,4,1,2,5,2,1,1,3,2,2,3,1,2,2,2,9,4,4,2,15,1,4,-1,1,1,1,1,2,1,557.97,1617
NS13795A,18480,46,2,1,2,1,1,2,1,2,1,2,0,0,2,0,1,2,0,1,1,2,5,2,1,1,3,0,2,1,2,2,1,2,3,4,1,2,15,1,1,-1,2,1,1,1,1,1,529.67,1618
NS11132A,9384,38,1,1,1,0,1,2,1,15,1,1,0,0,1,0,0,2,0,5,1,2,3,1,2,1,3,5,1,1,1,2,1,2,9,4,4,2,9,-1,0,-1,1,1,1,1,2,2,368.82,1620
NS12481Z,-92,40,2,1,2,3,1,2,1,7,1,2,0,2,2,0,1,2,0,2,1,2,5,2,2,2,2,0,2,1,2,1,-91,-91,1,4,4,2,14,1,1,-1,1,1,1,1,2,2,528.85,1640
NS10953M,16380,47,1,1,2,0,1,2,1,7,1,1,0,0,1,0,0,2,0,1,1,2,5,2,1,2,3,0,2,1,1,2,2,2,9,4,4,2,8,0,1,-1,1,1,1,2,4,1,721.15,1640
NS11395A,4212,35,2,1,2,0,1,2,1,20,1,2,0,0,1,0,0,2,0,4,1,1,3,-1,-92,1,3,0,2,2,1,2,2,2,9,4,4,2,8,-1,6,-1,1,1,1,2,2,2,307.85,1650
NS22275P,14400,35,2,1,2,2,1,2,1,4,1,2,1,0,1,0,0,2,0,5,1,3,4,2,1,2,3,0,2,1,1,1,-91,-91,1,4,4,2,12,0,0,-1,1,1,1,1,4,2,350,1650
NS17600Z,-92,39,4,1,2,0,1,2,1,13,-98,2,0,0,1,0,0,5,1,4,1,3,-1,-92,-92,1,3,-92,2,-92,1,2,2,2,9,4,4,2,11,0,0,-1,2,1,1,2,2,2,390.38,1650
NS22061L,5000,41,3,1,2,0,1,2,1,7,-98,1,0,0,1,0,0,5,1,4,1,4,-91,2,-1,1,3,5,2,3,2,2,2,2,9,4,4,2,23,1,4,-1,1,1,1,1,4,1,442.5,1650
NS14974K,-91,32,10,1,2,1,1,2,1,4,-98,3,0,1,1,0,0,5,1,1,1,1,4,2,2,1,3,0,2,2,1,1,-91,-91,1,4,4,2,11,-1,2,-1,1,1,1,1,4,2,476.35,1650
NS14852R,14784,40,2,1,1,0,1,2,1,2,1,2,0,0,1,1,0,2,0,2,1,3,4,2,2,2,3,0,2,1,2,1,-91,-91,1,4,4,2,14,0,0,-1,2,1,1,2,2,1,527.02,1650
NS14932E,3307.2,39,2,1,2,1,1,2,1,15,-99,2,0,1,1,0,0,3,0,-99,1,2,5,2,2,2,3,0,2,2,1,2,2,2,9,4,4,2,8,-1,1,0,1,1,1,2,2,1,576.83,1650
NS19681Y,14508,41,1,1,2,1,1,2,1,7,1,1,0,1,1,0,0,2,0,6,1,2,3,2,1,2,3,0,2,1,2,1,-91,-91,1,4,4,2,9,1,0,-1,1,1,1,1,2,2,634.62,1650
NS21726H,16354,37,1,1,2,0,1,2,1,15,1,1,0,0,1,1,0,2,0,4,1,2,2,2,1,1,3,0,2,1,1,1,-91,-91,1,4,4,2,17,1,0,-1,1,1,1,1,2,2,644.57,1650
NS23342A,-91,39,10,1,2,2,1,2,1,7,1,3,0,1,2,0,0,2,0,1,1,2,4,2,1,1,3,0,2,1,1,1,-91,-91,1,4,4,2,17,1,2,-1,2,1,1,2,2,2,498.69,1660
NS20727N,38844,40,1,1,2,1,1,2,1,2,1,2,0,1,1,0,0,2,0,1,1,1,4,2,1,2,3,12,2,3,1,1,-91,-91,1,4,4,2,16,1,0,-1,1,1,1,1,4,2,500,1660
NS16695K,14688.96,37,2,1,2,1,1,2,1,2,1,2,0,1,1,0,0,2,0,1,1,1,1,2,1,1,2,3,2,3,1,2,1,2,9,4,4,-94,16,1,0,-1,1,1,1,2,4,2,462.75,1664
NS19440P,7020,35,2,1,2,1,1,2,1,15,1,2,0,1,1,0,0,2,0,1,1,-1,3,2,2,2,3,0,2,2,1,1,-91,-91,1,4,4,2,14,1,5,-1,1,1,1,1,4,2,508.08,1675
NS15524Z,-1,41,2,1,2,1,1,2,1,2,-98,2,0,1,1,1,0,5,1,-94,1,1,2,2,2,-1,2,-92,2,1,1,2,2,2,9,4,4,2,8,-1,3,-1,1,1,1,1,4,3,347.81,1678
NS24135A,1705.6,32,2,1,2,1,1,2,1,15,1,2,0,1,2,0,0,2,0,4,1,2,4,2,1,2,3,0,2,2,1,2,1,2,3,4,1,1,9,0,3,3,2,1,1,2,4,2,-1,1680
NS16212R,3552,36,2,1,2,0,1,2,1,15,1,2,0,0,1,0,0,2,0,2,1,2,4,2,1,2,3,7,2,4,2,1,-91,-91,1,4,4,2,16,1,0,-1,1,1,1,1,7,2,275,1680
NS23617D,-999,33,1,1,2,1,1,2,1,13,1,2,0,0,2,0,0,2,0,2,1,2,5,2,1,1,3,0,2,1,1,2,2,2,9,4,4,2,12,0,0,-1,2,1,1,1,2,1,575.9,1680
NS23845P,11830,26,1,1,2,0,1,2,1,15,1,1,0,0,1,1,0,2,0,3,1,1,5,2,1,1,3,0,2,2,2,1,-91,-91,1,4,4,2,19,1,0,-1,1,1,1,2,7,1,280,1682
NS12821Q,-91,43,10,1,2,1,1,2,1,15,1,3,0,0,2,0,0,2,0,5,2,2,3,2,1,2,3,5,2,3,1,2,2,2,9,4,4,2,11,-1,-1,-1,1,1,1,2,2,1,-1,1700
NS17496C,-999,25,1,1,2,1,1,2,1,15,1,1,0,1,1,0,0,2,0,2,1,3,1,1,2,1,3,0,2,1,2,2,2,2,9,4,4,2,12,-1,0,0,1,2,1,2,4,1,-1,1700
NS11443C,49140,36,1,1,2,2,1,2,1,15,1,1,0,2,2,0,0,2,0,2,1,2,4,2,1,2,3,0,2,1,2,2,2,2,9,4,4,2,10,0,4,-1,1,1,1,2,4,1,92.38,1700
NS26012X,7950.8,32,2,1,2,0,1,2,1,15,1,2,0,0,1,1,0,2,0,4,1,3,3,2,1,1,3,1,2,2,1,2,2,2,9,4,4,2,6,-1,0,-1,1,1,1,1,4,2,194,1700
NS23379R,7469.28,40,2,1,2,0,1,4,2,15,3,2,0,0,1,1,0,2,0,6,1,3,2,2,2,2,3,-92,2,3,1,2,1,2,9,4,4,2,10,0,1,-1,1,1,1,2,2,2,207,1700
NS16864E,-91,38,10,1,2,2,1,2,1,15,1,3,1,0,2,0,0,3,0,2,1,1,3,2,1,1,3,0,2,1,1,1,-91,-91,1,4,4,2,15,1,0,1,2,1,1,2,2,1,259.62,1700
NS19525H,-91,33,10,1,2,1,1,2,1,16,1,3,0,1,1,0,0,2,0,5,1,1,4,1,1,1,2,7,2,4,2,1,-91,-91,1,4,4,2,13,-1,2,-1,1,1,1,2,4,1,277.14,1700
NS10590D,23400,35,1,1,2,1,1,1,1,2,-98,1,0,1,1,0,0,2,1,2,2,1,5,2,1,1,3,7,1,4,1,1,-91,-91,1,4,4,2,15,1,0,0,1,1,1,2,4,3,300,1700
NS11572M,11256.96,24,1,1,2,0,1,2,1,16,1,1,0,0,1,1,0,2,0,3,1,3,3,2,2,1,3,7,2,4,1,2,1,1,9,4,4,2,10,0,6,-1,1,1,1,2,2,3,315,1700
NS18961V,26000,26,1,1,2,0,1,1,1,7,1,1,0,0,1,0,0,2,0,4,1,3,3,-1,2,1,3,6,2,2,1,2,1,2,2,4,4,2,8,0,0,-1,2,1,1,2,7,1,323.33,1700
NS20195K,60000,35,1,1,2,0,1,2,1,15,1,1,0,0,1,1,0,2,0,1,1,1,3,2,1,2,1,4,2,1,1,2,2,2,9,4,4,2,19,1,2,4,1,1,1,2,3,2,327,1700
NS18628S,-91,29,12,1,1,0,1,1,1,20,3,3,0,0,1,0,0,2,0,4,1,2,3,2,1,1,3,0,2,2,2,1,-91,-91,1,4,4,2,16,0,2,-1,4,1,1,2,7,2,327.02,1700
NS24695D,-91,36,10,1,2,0,1,2,1,15,1,3,0,0,1,1,0,2,0,3,1,2,5,2,2,1,3,0,2,2,2,1,-91,-91,1,4,4,2,16,1,1,-1,2,1,1,2,2,1,346.42,1700
NS18524L,9126,30,2,1,2,1,1,2,1,15,1,2,0,1,1,0,0,2,0,1,1,3,3,2,2,1,3,0,2,1,1,2,2,2,9,4,4,2,9,0,0,-1,1,1,1,2,5,1,350,1700
NS24888R,2084.16,33,2,1,1,1,1,4,1,15,1,2,0,1,1,0,0,2,0,4,1,3,3,2,2,2,3,0,2,1,2,1,-91,-91,1,4,4,2,14,1,2,-1,1,1,1,1,7,2,370.85,1700
NS12154M,2080,42,2,1,2,1,1,2,1,15,1,2,0,1,1,0,0,2,0,7,1,1,2,2,2,2,3,0,2,1,1,2,2,2,9,4,4,2,15,0,7,-1,1,1,1,2,4,3,404.16,1700
NS22097B,12506,37,1,2,2,1,1,2,1,9,1,1,0,1,2,1,0,2,0,2,1,1,2,2,1,2,2,0,2,2,1,1,-91,-91,1,4,4,2,15,-1,0,-1,1,1,1,2,7,2,480.77,1700
NS24441X,3744,46,2,1,2,1,1,2,1,15,1,2,0,1,1,0,0,2,0,2,1,2,5,2,-1,-92,3,0,2,1,1,2,2,2,9,4,4,2,16,-1,0,-1,1,1,1,1,2,2,538.46,1700
NS15262T,-3,32,3,1,1,3,1,5,1,15,1,3,0,2,3,0,1,2,0,4,1,2,1,2,1,1,2,0,2,1,1,1,-91,-91,1,4,4,2,19,1,0,-1,2,1,1,1,2,2,576.92,1700
NS20264C,27720,40,1,1,2,0,1,2,1,1,1,1,0,0,1,1,0,2,0,7,1,1,5,2,1,2,3,2,2,2,2,1,-91,-91,9,4,4,2,13,1,4,-1,1,1,1,2,2,1,577.83,1700
NS13255L,-91,34,9,1,1,0,1,2,1,15,1,3,0,0,1,1,0,2,0,6,1,3,3,2,-1,-1,3,3,2,3,2,2,2,2,9,4,4,2,9,0,5,-1,1,1,1,2,4,1,615.38,1700
NS15995W,7293,30,2,1,2,0,1,2,1,7,1,2,0,0,1,1,1,2,0,1,1,2,5,-1,1,-1,3,0,-1,1,2,1,-91,-91,1,4,4,2,11,0,0,-1,1,1,1,1,4,3,634.62,1700
NS18302Q,-91,42,10,1,2,3,2,-91,1,2,1,3,0,2,2,0,0,2,0,2,1,1,5,2,2,2,3,0,2,1,1,1,-91,-91,1,4,4,2,11,1,1,-1,2,1,1,1,2,1,698.08,1700
NS20956A,15000,42,4,1,2,2,1,2,1,2,1,2,0,2,1,0,0,2,0,2,2,1,2,2,1,1,3,0,2,2,1,2,1,2,9,4,4,2,17,-1,4,-1,1,1,1,1,4,1,769.23,1700
NS22704M,23304,40,1,1,2,1,1,2,1,5,1,1,0,1,1,0,0,3,0,2,1,1,4,2,1,-1,3,9,2,3,2,1,-91,-91,1,4,4,2,17,-1,7,-1,1,1,1,1,4,2,865.38,1700
NS14641R,-999,32,2,1,2,2,1,2,1,9,1,2,0,2,1,0,0,2,0,1,1,1,1,2,1,2,3,7,2,3,2,1,-91,-91,1,4,4,2,19,1,0,-1,1,1,1,1,2,1,865.38,1700
NS18897H,-92,43,1,1,2,0,1,2,1,15,1,1,0,0,1,0,1,2,0,1,1,1,5,2,2,2,3,1,2,2,2,1,-91,-91,1,4,4,2,15,1,0,-1,2,1,1,1,2,1,961.54,1700
NS10591E,34000,42,1,1,2,-995,1,2,1,1,1,1,0,0,1,1,0,2,0,2,1,1,5,2,1,1,-94,1,2,2,2,1,-91,-91,1,4,4,2,15,1,0,-1,1,1,1,1,4,2,1232.1,1700
NS12422H,-91,33,10,1,2,0,1,2,1,15,1,3,0,0,1,0,1,2,0,2,1,1,5,2,1,1,3,0,1,1,1,1,-91,-91,1,4,4,2,20,1,0,-1,1,1,1,1,2,1,2307.69,1700
NS21404K,42500,36,1,1,2,2,1,2,1,2,1,1,0,2,1,0,0,2,0,1,1,1,3,2,1,2,3,0,2,2,2,1,-91,-91,1,4,4,2,16,1,0,-1,1,1,1,2,4,2,529.1,1715
NS21630T,15000,43,2,1,2,1,1,2,1,3,1,2,0,0,2,0,0,2,0,1,1,1,2,2,2,1,3,3,2,2,1,2,1,2,3,4,1,2,12,1,1,-1,1,5,2,2,4,2,-1,1720
NS24231Y,-91,39,10,1,2,2,1,2,1,15,1,3,0,2,1,0,0,2,0,4,1,1,5,2,2,2,3,1,2,2,1,1,-91,-91,1,4,4,2,17,1,2,-1,1,1,1,2,2,1,463.9,1720
NS23668C,-92,39,1,1,2,0,1,2,1,7,1,2,0,0,1,1,0,2,0,1,1,1,4,2,1,2,3,0,2,1,2,1,-91,-91,1,4,4,2,16,1,0,-1,1,1,1,1,4,2,808.31,1720
NS15658P,5928,37,2,1,1,0,1,2,1,20,1,2,0,0,1,0,1,2,0,4,1,1,5,2,1,1,3,5,2,3,2,1,-91,-91,1,4,4,2,16,-1,4,-1,1,5,2,2,4,2,-1,1750
NS23151P,17745,31,1,1,2,1,1,2,1,13,1,2,0,1,1,1,0,2,0,5,1,1,3,2,2,2,3,4,2,1,1,2,2,2,9,4,4,2,8,-1,0,2,-8,1,1,2,4,1,147.81,1750
NS14566J,12000,28,3,1,2,0,1,1,1,16,1,1,0,0,2,1,0,2,0,2,1,3,1,2,1,-1,3,0,2,2,1,2,1,2,3,4,1,2,16,-1,2,2,1,1,1,2,2,2,162,1750
NS18564P,-999,24,2,1,2,0,1,2,1,15,1,2,0,0,1,1,0,2,0,4,1,3,4,2,2,1,3,0,2,1,2,2,2,2,9,4,4,2,10,0,0,-1,1,1,1,2,5,3,336.72,1750
NS21896X,-91,40,10,1,2,1,1,1,1,19,-98,3,0,0,2,0,1,5,1,3,1,1,5,2,2,1,3,2,2,-1,2,1,-91,-91,1,4,4,2,14,1,0,-1,2,1,1,2,2,1,461.89,1750
NS16353Y,1164.8,43,2,1,2,4,1,2,1,7,1,2,1,2,2,0,0,2,0,1,2,1,2,2,2,1,1,0,2,1,2,1,-91,-91,1,4,4,2,13,1,2,-1,1,1,1,2,4,2,538.46,1750
NS12574K,16800,38,1,1,1,0,1,2,1,15,1,1,0,0,1,0,0,2,0,-99,1,2,3,2,1,1,3,1,2,2,1,2,2,2,9,4,4,2,14,-1,1,-1,1,1,1,1,4,2,578.52,1750
NS14913R,19800,44,1,1,2,1,1,2,1,15,1,2,0,1,1,0,0,2,0,6,1,1,4,2,1,2,3,1,2,2,2,1,-91,-91,1,4,4,2,15,1,1,-1,1,1,1,1,3,1,961.54,1750
NS20377C,5543.2,39,2,1,2,0,1,2,2,8,1,2,0,0,1,1,0,2,0,4,1,2,3,2,2,2,3,0,2,2,2,1,-91,-91,1,4,4,2,17,-1,0,-1,2,1,1,2,2,1,586.54,1770
NS22860C,28000,35,3,1,2,0,1,1,1,15,1,2,0,0,2,0,0,2,0,4,1,1,5,2,1,1,3,1,2,2,2,1,-91,-91,1,4,4,2,20,1,0,-1,1,1,1,1,5,2,423.33,1776
NS16369Z,-3,43,4,1,2,2,1,2,1,15,1,2,0,2,1,1,1,2,0,1,1,1,5,2,1,1,3,1,2,2,2,1,-91,-91,1,4,4,2,21,1,1,-1,1,1,1,1,4,1,702.31,1777
NS17618C,31907.2,37,1,1,2,1,1,2,1,16,1,1,0,1,1,0,0,2,0,2,1,1,3,2,2,1,3,3,2,3,1,2,1,2,3,4,1,2,12,1,6,-1,1,1,1,2,2,2,5796.77,1780
NS19465J,-91,33,12,1,2,1,1,2,1,-98,3,-98,0,1,1,0,0,-98,1,2,2,1,3,1,2,2,3,1,1,2,1,2,1,2,3,4,1,2,16,1,0,-1,2,1,1,1,4,2,357.97,1788
NS19102G,10608,38,2,1,2,0,1,2,1,3,1,2,0,0,1,1,0,2,0,7,1,3,3,2,1,2,3,1,2,1,1,2,2,2,9,4,4,2,11,0,5,-1,1,1,1,2,7,2,417.15,1796
NS25526L,14500,35,1,1,2,1,1,2,1,15,1,1,0,0,3,0,0,3,0,6,2,2,2,2,-92,2,3,0,2,1,1,2,1,2,3,4,1,2,18,1,1,-1,2,4,2,2,2,2,-1,1800
NS23647M,9100,36,1,1,2,0,1,1,1,-98,1,-98,0,0,1,1,0,-98,1,5,1,4,3,2,2,2,3,4,2,3,2,2,1,2,9,4,4,2,12,-1,0,1,2,9,2,2,4,2,-1,1800
NS12264J,6000,39,4,1,2,1,1,2,1,9,1,2,0,1,1,0,0,2,0,2,1,4,2,-1,2,1,2,3,2,3,2,2,1,2,7,4,4,2,13,-1,0,-1,2,2,1,2,5,2,-1,1800
NS13239B,4940,40,2,2,2,0,1,2,1,20,1,2,0,0,1,0,0,2,0,4,1,2,4,2,1,1,3,0,2,2,2,2,2,2,9,4,4,2,10,-1,4,2,1,4,2,2,7,3,-1,1800
NS20991Y,-1,30,2,2,2,1,1,4,2,15,-98,2,0,1,1,0,0,1,1,7,1,3,3,2,1,1,3,3,2,4,2,2,2,2,9,4,4,2,13,-1,2,4,1,9,2,2,4,3,-1,1800
NS21554K,-999,30,1,1,1,0,1,1,1,15,1,1,0,0,1,0,1,2,0,4,1,2,5,2,1,2,3,4,2,2,1,1,-91,-91,1,4,4,2,17,-1,0,-1,1,2,1,2,2,2,-1,1800
NS12880G,-999,31,1,1,2,2,1,2,1,20,1,1,0,1,2,0,0,2,0,5,1,3,3,2,1,2,3,1,-1,2,1,2,1,2,9,4,4,2,12,0,1,2,1,2,1,2,4,2,-1,1800
NS20852T,-1,20,1,1,2,0,1,2,1,2,3,1,0,0,1,0,0,2,0,2,1,1,-91,-92,1,1,3,-92,2,3,2,2,1,2,3,4,1,-94,12,-1,11,-1,1,5,2,2,4,3,52.19,1800
NS13358R,42000,45,1,1,2,1,1,2,1,15,1,1,0,1,1,0,0,2,0,1,1,1,2,2,2,1,3,0,2,1,2,1,-91,-91,1,4,4,2,16,1,0,-1,2,5,2,1,4,1,92.38,1800
NS12218Q,-92,29,1,1,2,0,1,2,2,13,1,2,0,0,1,1,0,2,0,6,1,3,5,2,1,1,3,9,2,4,1,2,2,2,9,4,4,2,11,1,1,0,2,9,2,2,1,1,150.12,1800
NS22305E,4524,35,2,1,2,0,1,2,1,19,1,2,0,0,1,1,0,2,0,1,1,2,1,2,1,1,3,4,2,3,1,2,1,2,9,4,4,2,11,-1,0,3,2,1,1,2,2,3,161.66,1800
NS14481Q,-1,33,2,1,2,0,1,2,1,20,1,2,0,0,1,1,0,2,0,2,1,3,4,2,1,1,3,4,2,3,2,2,2,2,9,4,4,1,7,0,0,4,2,1,1,2,2,2,212.5,1800
